AAK,AAT,AEN,AFC,AFG,AFR,AFT,AGT,AGV,AHW,ALC,APAAC12,APAAC14,APAAC20,AQC,AQI,AQL,AQM,ASS,ATM,ATS,AVP,AVT,AWT,CDS,CIL,CSG,EGM,F,FAV,FCS,FFG,FFL,FHL,FI,FIG,FLL,FLM,GIA,GIG,GLT,GMV,GS,GSL,GST,GV,GWQ,GWT,GearyAuto_Hydrophobicity20,GearyAuto_Mutability20,GearyAuto_Mutability5,GearyAuto_Steric8,HLT,IGA,II,IIM,ITA,KGG,LF,LID,LK,LN,LTR,LTS,LVD,LVI,LY,LYS,M,MF,MP,MQ,MSA,MoranAuto_AvFlexibility19,MoranAuto_AvFlexibility20,MoranAuto_AvFlexibility8,MoranAuto_Hydrophobicity17,MoranAuto_Mutability14,MoranAuto_Mutability19,MoranAuto_Polarizability18,MoreauBrotoAuto_AvFlexibility20,MoreauBrotoAuto_AvFlexibility24,MoreauBrotoAuto_FreeEnergy10,MoreauBrotoAuto_Hydrophobicity13,MoreauBrotoAuto_Polarizability22,MoreauBrotoAuto_ResidueVol13,NW,PAAC21,PAAC22,PAAC27,PAAC28,PAAC29,PGV,PLF,PLL,QC,QGM,QY,RLT,RSA,RV,SGV,VAI,VGL,VGS,VGT,VIA,VLA,VSV,VVD,YST,_ChargeD1050,_ChargeD3025,_HydrophobicityT23,_PolarityC1,_SecondaryStrD1001,_SecondaryStrD1075,_SecondaryStrD3075,_SecondaryStrD3100,_SolventAccessibilityC1,autocorr_3,bomanindex,labels
0,0,0,0,0,0,0,0,0,0,0,5.7879999999999985,0.0,5.7879999999999985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,-0.0,-0.0,1.028,1.275,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,-0.0,-0.0,-0.038,2.112,1.148,-0.0,0.0,-0.0,-0.0,-0.451,0.066,-0.0,0.358,0.0,-0.276,0.8590000000000001,0.578,-0.193,-0.328,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,83.333,88.889,0.412,0.278,22.222,66.667,72.222,88.889,0.333,-0.20392666666666664,1.7288888888888891,vfp
0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,7.033,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,2.377,0.392,0.584,1.11,0,0,0.0,0,0,0,0.0,0,0.0,5.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,-1.069,-0.94,-0.294,1.37,0.713,0.093,-1.934,1.473,-0.0,0.106,1.006,-0.0,0.29600000000000004,0.0,2.677,1.167,2.9610000000000003,1.159,2.854,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,90.476,0.0,0.15,0.7140000000000001,14.286,57.143,61.905,85.714,0.81,0.4818222222222223,-2.3200000000000007,vfp
0,0,0,0,0,0,0,0,0,0,0,2.637,2.637,5.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.564,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2.63,0,0,0.0,0,0,1.452,1.204,1.196,0.6940000000000001,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,2.564,0.0,0.0,0.0,0,-0.298,-0.5579999999999999,-0.086,0.277,0.073,0.104,0.281,-0.044,0.013,-0.04,-0.07,0.192,0.066,0.0,0.021,0.818,-1.245,-0.555,0.879,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,33.333,5.127999999999999,0.289,0.462,2.564,69.23100000000001,71.795,94.872,0.385,-0.12195,1.4746153846153849,vfp
0,0,0,0,0,0,0,0,0,0,0,10.311,5.1560000000000015,5.1560000000000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.556,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,-0.0,-0.0,0.6559999999999999,0.527,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,-0.0,-0.0,-0.097,0.557,-0.498,-0.0,0.0,-0.0,-0.0,0.41,0.42,-0.0,0.7490000000000001,0.0,-1.285,0.084,0.459,1.605,-1.889,0,0,0,0.0,0,0.0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,50.0,72.222,0.059,0.16699999999999998,5.556,50.0,55.556,88.889,0.444,-0.09120000000000003,2.8283333333333336,vfp
0,0,0,0,0,0,0,0,0,0,0,14.314,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,-0.0,-0.0,0.883,0.473,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,-0.0,-0.0,0.484,-0.0,-1.107,-0.0,-0.0,-0.0,-0.0,-0.06,-0.7240000000000001,-0.0,-0.059,0.0,-2.115,-0.773,-0.8370000000000001,-1.331,-0.333,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,6.667000000000002,100.0,0.214,0.2,6.667000000000002,86.667,60.0,66.667,0.267,-0.03178333333333334,2.1626666666666665,vfp
0,0,0,0,0,0,0,0,0,0,0,0.0,5.99,5.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.556,0,0,0,0,0,0.0,0,0,0,0,0,0,0,5.88,0,0,0.0,0,0,-0.0,-0.0,0.879,1.002,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,-0.0,-0.0,0.037000000000000005,0.08900000000000001,0.204,-0.0,0.0,-0.0,-0.0,-0.299,0.224,-0.0,-0.061,0.0,-0.453,-0.631,-0.232,-0.517,1.094,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,100.0,38.889,0.118,0.222,33.333,83.333,72.222,94.444,0.278,0.03885333333333333,2.8088888888888888,vfp
0,0,0,0,0,0,0,0,0,0,0,4.168,0.0,4.168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.142,0.202,0.966,0.774,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.17600000000000002,-0.27,-0.098,0.006999999999999999,0.039,-0.042,0.34700000000000003,0.07400000000000001,0.4320000000000001,-0.064,-0.614,0.047,-0.21,0.0,-0.625,-0.88,0.01,0.313,-0.7290000000000001,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,64.0,80.0,0.375,0.32,20.0,88.0,60.0,80.0,0.44,0.0975545454545455,1.2168,vfp
0,0,0,0,0,0,0,0,0,0,0,3.907,0.0,7.814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,4.17,0,0,8.33,0,0,0.416,1.071,0.521,0.8009999999999999,0,0,4.17,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,-0.08900000000000001,-0.009000000000000001,-0.083,0.264,-0.078,1.0490000000000002,-0.6759999999999999,0.068,0.378,-0.16399999999999998,0.003,-0.273,-0.125,0.0,-0.264,-0.8109999999999999,0.269,-1.48,1.475,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,12.0,84.0,0.292,0.4,4.0,44.0,64.0,76.0,0.48,0.0466409090909091,0.616,vfp
0,0,0,0,0,0,0,0,0,0,0,6.009,6.009,18.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.556,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,-0.0,-0.0,1.0590000000000002,0.413,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,-0.0,-0.0,0.517,0.295,0.156,-0.0,0.0,-0.0,-0.0,0.16899999999999998,0.36,-0.0,-0.099,0.0,1.2819999999999998,0.173,-0.757,-0.21600000000000005,-2.352,0,0,0,0.0,0,0.0,0,0,5.88,0,1,0,0,0,0,0,0,0,0,33.333,22.222,0.235,0.389,33.333,61.111,83.333,100.0,0.667,0.05237333333333336,0.34277777777777796,vfp
0,0,0,0,0,0,0,0,0,0,0,12.409,0.0,4.137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.8320000000000001,1.3159999999999998,0.971,0.976,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,8.696,0.0,0.0,0.0,0,0.0,-0.258,-0.379,-0.112,-0.118,-0.782,-0.182,-0.499,-0.0,-0.033,0.324,-0.915,0.189,0.0,-0.18600000000000005,1.07,0.609,0.685,0.35200000000000004,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,60.87,78.26100000000002,0.136,0.348,13.043,78.26100000000002,65.217,73.913,0.217,0.21120500000000006,2.2917391304347823,vfp
0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,7.963999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.552,1.226,1.007,0.845,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,4.0,0.0,0.0,0.0,0,-0.677,-0.043,0.077,-0.365,-0.08800000000000001,0.263,-0.02,0.322,1.832,0.107,0.5329999999999999,-1.346,-0.212,0.0,0.5920000000000001,0.508,0.174,-0.617,-0.523,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,8.0,64.0,0.25,0.36,8.0,48.0,32.0,68.0,0.44,-0.034218181818181835,1.1127999999999991,vfp
0,0,0,0,0,0,1,0,0,0,0,0.0,5.749,17.246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.556,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,-0.0,-0.0,1.034,0.7509999999999999,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,5.556,0.0,0.0,0.0,0,-0.0,-0.0,-0.07200000000000001,-1.259,0.147,-0.0,0.0,-0.0,-0.0,-0.213,-0.818,-0.0,-0.279,0.0,-1.061,-1.216,0.512,-0.31,1.806,0,0,0,0.0,0,0.0,0,0,5.88,0,0,0,0,0,0,0,0,1,0,61.111,77.778,0.294,0.333,11.111,61.111,38.889,88.889,0.444,0.15261333333333335,1.2583333333333335,vfp
0,0,0,0,0,0,0,0,0,0,0,20.651,6.884,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.143,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,-0.0,-0.0,1.112,0.423,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,7.143,0.0,0.0,0.0,0,-0.0,-0.0,0.561,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.14800000000000002,-0.8909999999999999,-0.0,-0.804,0.0,1.5319999999999998,0.66,-1.85,-2.361,0.6940000000000001,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,57.143,35.714,0.231,0.35700000000000004,21.429,71.429,35.714,50.0,0.28600000000000003,-0.5508090909090908,2.73,vfp
0,0,0,0,0,0,0,0,0,0,0,4.102,4.102,4.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.058,0.8270000000000001,1.17,1.36,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,4.0,0.0,0.0,0.0,0,-0.13699999999999998,0.368,-0.281,-0.512,-0.332,-0.32299999999999995,-0.762,0.17,0.366,0.181,0.25,-0.289,0.175,0.0,1.4409999999999998,0.713,-0.385,-0.764,-0.118,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,12.0,96.0,0.375,0.36,4.0,64.0,84.0,96.0,0.48,-0.1350272727272727,0.8452000000000001,vfp
0,0,0,0,0,0,0,0,0,0,0,4.742,0.0,14.226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,2.56,0.064,0.7609999999999999,0.6890000000000001,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,-0.399,-0.319,-0.199,-0.792,0.635,0.197,0.187,-0.127,-0.0,-0.151,-0.28600000000000003,0.0,-0.395,0.0,-1.982,-1.821,-3.239,-2.029,2.05,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,36.364,72.727,0.238,0.409,9.091,68.182,63.636,90.909,0.455,0.1924631578947368,1.0504545454545455,vfp
0,0,0,0,0,0,0,0,0,0,0,4.001,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.913,1.508,0.615,1.005,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,-0.239,-0.228,-0.095,0.604,-0.435,-0.247,-0.732,0.219,-0.758,-0.18600000000000005,-0.892,-0.3,-0.118,0.0,-0.41,-0.145,2.361,0.94,-0.07,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,12.0,88.0,0.417,0.36,8.0,76.0,44.0,84.0,0.52,-0.12614545454545456,0.6672,vfp
0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,19.373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,-0.0,-0.0,0.892,0.847,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,-0.0,-0.0,0.18,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.047,-0.5589999999999999,-0.0,-0.063,0.0,-0.384,-0.8540000000000001,1.035,-0.212,-1.266,0,0,0,0.0,0,0.0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,7.143,50.0,0.462,0.5710000000000001,7.143,42.857,64.286,71.429,0.7140000000000001,0.018436363636363667,-0.577857142857143,vfp
0,0,0,0,0,0,0,0,0,0,0,0.0,4.765,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.556,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,-0.0,-0.0,0.735,1.318,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,-0.0,-0.0,-0.078,0.207,-0.953,-0.0,0.0,-0.0,-0.0,0.43,0.108,-0.0,-0.293,0.0,-0.952,0.759,-1.111,0.532,0.69,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,11.111,44.444,0.059,0.111,11.111,66.667,61.111,100.0,0.278,0.25906,3.9238888888888894,vfp
0,0,0,0,0,0,0,0,0,0,0,12.669,0.0,3.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.463,1.133,1.02,0.966,0,0,0.0,0,0,0,0.0,0,4.17,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,-0.203,0.373,-0.017,0.249,-0.191,-0.243,0.444,-0.514,-0.7490000000000001,-0.02,-0.123,-0.08199999999999999,-0.188,0.0,-0.938,0.313,1.497,2.51,-0.693,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,44.0,4.0,0.083,0.16,4.0,60.0,72.0,100.0,0.32,0.4309090909090909,3.638399999999999,vfp
0,0,0,0,0,0,0,0,0,0,0,11.512,5.756,5.756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.556,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,-0.0,-0.0,0.6890000000000001,0.578,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,-0.0,-0.0,0.195,-0.8690000000000001,-0.407,-0.0,0.0,-0.0,-0.0,-0.48,0.578,-0.0,-0.28,0.0,0.585,0.772,-2.569,-2.6260000000000003,-1.181,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,16.667,72.222,0.471,0.278,16.667,38.889,72.222,100.0,0.389,0.1382266666666667,2.0022222222222217,vfp
0,0,0,0,0,1,0,0,0,0,0,9.639,4.819,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.545,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.8490000000000001,0.147,1.002,0.924,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,4.545,0.0,0.0,0.0,0,-1.009,-1.197,-0.355,-0.08,0.504,-0.13699999999999998,-0.495,1.156,-0.0,0.118,0.314,0.0,0.14400000000000002,0.0,0.8640000000000001,1.808,0.8059999999999999,1.6909999999999998,-0.954,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,18.182,100.0,0.238,0.227,4.545,63.636,90.909,100.0,0.364,0.17830526315789472,2.1690909090909085,vfp
